Neutral,155,0,0.5,51239,0,
Neutral,"",0,0.5,51239,0,
Súťaž,"Investorom sú všetci. Ak majú kúpenú nehnuteľnosť, investovali do nehnuteľností, ktorá sa zhodnocuje, ak maju DDS či DSS peniaze sa zhodnocuju a budú im vyplatené v dôchodkovom veku, a tak podobne. Takže A, B, C, D",0,0.1459,51280,0,
Súťaž,Pánovi pod D sa to veľmi nevyplatí ale ABC môžu byť investori.😉,0,0.4741,51280,0,
Súťaž,"Tak keďže to môže byť ktokoľvek tak si myslím,že čislo D",0,0.4163,51280,0,
Súťaž,"D, ten už v jeho veku možno aj ma čo investovať :)",0,0.5493,51280,0,
Súťaž,"Bez rozdielov, kazdy kto ma kapital ktory investovat",0,0.4872,51280,0,
Súťaž,Investor môže byť každý tzn. A aj B aj C aj D.,0,0.4869,51280,0,
Súťaž,"A,b,c,d. Kazdy investoval do niecoho ineho.",0,0.5009,51280,0,
Súťaž,Každý je investorom ale najviac podľa mňa by to mohlo byť písmeno B,0,0.4869,51280,0,
Súťaž,"A, B, C, D investor je každý, či už má hypotéku na dom či byt a nehnuteľnosť sa mu zhodnocuje, odkladá si peniaze ces DSS alebo DDS, alebo má podielové fondy.Ak by zaibvestovali cez privátneho bankára tak to môžu byť aj iné ako - vína, umelecké diela a pod.",1,0.1367,51280,0,
Súťaž,Každý jeden z nich.... 👍👍👍,0,0.5797,51280,0,
Súťaž,Všetci môžu byt s VÚB investormi!!!,0,0.4731,51280,0,
Súťaž,"Všetci štyria, vek nie je prekážkou :)",0,0.5654,51280,0,
Súťaž,Investormi sú všetci na obrázku ☺,0,0.5252,51280,0,
Súťaž,"Vsetci styria - A, B, C aj D 😎",0,0.4163,51280,0,
Súťaž,Investormi mozu byt vsetci ale tipnem si N,0,0.4869,51280,0,
Súťaž,"Ja si myslím že pani pod písmenom A ..
Ale budú to asi aj všetci ,😊",0,0.6722,51280,0,
Súťaž,Každý môže byť investor 😉,0,0.5203,51280,0,
Súťaž,Každý jeden môže byť,0,0.4545,51280,0,
Súťaž,C....napadne sa podoba VUB :D,0,0.4913,51280,0,
